EEBO,Author
,Washington
,"Emmons
,"Fletcher
,"Freneau
,"Gordon
,"Gurney
,"Brackenridge
,"Lord
,"M'Clure
,"Mackenzie
,"Marsh
,"Moore
,American.
,Obscure individual.
,Moylan
,"Penington
,"Penn
,"Freneau
,Lady.
,"Reckitt
,"Richardson
,"Robin
,Aethiopian.
,"Spring
,"Stiles
,"Tappan
,"Thacher
,"Townsend
,"Townsend
,Great Britain.
,United States. Treaties
,"Washington
,"Washington
,"Van Campen
,"Warren
,"Welsh
,"West
,"Winchester
,"Smith
,"Backus
,"Belknap
,London Yearly Meeting (Society of Friends)
,Benezet
,"Benezet
,"Bidwell
,"Bingham
,"Breck
,"Carver
,"Chauncy
,"Clarkson
,"Croswell
,"Davis
,"Deane
,"Duffield
,"Edwards
,"Elliot
,"Cooper
,"Filson
,"Fox
,"Walton
,"Hamilton
,"Hamilton
,"Hanson
,"Helton
,"Hemmenway
,"Hichborn
,"Huntington
,"Hutchins
,"Jefferson
,"Landais
,"Day
,"Barrick
,"Lyman
,"Markoe
,"Newell
,Ovid Americanus.
,Morris
,"Freneau
,"Wheatley
,"Wheatley
,"Price
,"Priestley
,"Rush
,New York (State). Mayors Court.
,New York (State). Act for granting a more effective relief in cases of certain trespasses.
,"Sherman
,"Taber
,"Townsend
,United States. Continental Congress.
,"Webster
,"White
,"Addington
,Pennsylvania. General Assembly.
,"Belknap
,"Watts
,"Brockway
,"Chauncy
,"Jay
,"Cushman
,"Dwight
,"Edes
,"Franklin
,New England Yearly Meeting of Friends.
,"Gardiner
,"Hilliard
,"Hopkins
,"Landais
,"Marshall
,"Ogden
,Philadelphia Society for Promoting Agriculture.
,"Rathbun
,"Warren
,"South-Carolina Society for Promoting and Improving Agriculture
,"Chesterfield
,"Thomas
,Virginia. General Assembly.
,United States. Articles of Confederation.
,Virginia. Declaration of rights.
,Virginia. Constitution (1776).
,Great Britain. Treaties
,Virginia. General Assembly.
,Jefferson
,"Wales
,"Webster
,"Wilson
,"Fobes
,"Mather
,"Wilkinson
,Adelos.
,"Austin
,"Backus
,"Barton
,"Boone
,"Channing
,"Clarkson
,"Defoe
,"Wilson
,"Freneau
,"Green
,"Hanson
,"Hart
,"Haven
,"Hitchcock
,"Jackson
,"Jay
,"Johnson
,"Jones
,"Law
,"Magaw
,Massachusetts. General Court.
,Massachusetts. Treasury Office.
,"More
,"Nisbet
,"Crawford
,"Paine
,Pennsylvania. General Assembly.
,Carey
,"Peck
,"Phipps
,"Rush
,"Rush
,"Rush
,United States. Continental Congress.
,Prussia (Kingdom). Treaties
,"Waterhouse
,"Webster
,"Witherspoon
,"Andrews
,"Annan
,"Backus
,"Backus
,"Backus
,"Barlow
,"Barlow
,"Brooks
,"Buckminster
,"Campbell
,"Clifton
,"Coxe
,"Coxe
,"Coxe
,"Crisp
,"Daggett
,"Davidson
,"Dawes
,"Emmons
,"Fielding
,"Freneau
,Philadelphia Yearly Meeting of the Religious Society of Friends.
,"Genlis
,"Glas
,"Goodrich
,"Hammon
,"Hanson
,"Hayley
,"Hollinshead
,"Hutchins
,"Inchbald
,"Jones
,"Johnson
,"Kolb
,"Lathrop
,"Lee
,"Littlepage
,"Livingston
,"Lyman
,"M'Donald
,"Markoe
,Methodist Episcopal Church.
,Methodist Episcopal Church. General Conference (1784 : Baltimore
,"Moore
,"Moore
,"More
,"Randolph
,"Rush
,"Rush
,"Sherman
,"Sherman
,"Sherman
,South Carolina. General Assembly.
,"Spalding
,"Squibb
,United States.
,United States.
,Massachusetts. General Court.
,"Varnum
,"Viets
,"Viets
,"Williamson
,"Allen
,"Bascom
,"Booth
,"Brissot de Warville
,Candidus.
,Mansfield
,"Coxe
,"Doddridge
,"Dwight
,"Falconer
,"Lovechild
,"Freneau
,"Warren
,"Hamilton
,"Hanson
,"Hilliard
,"Hitchcock
,"Pelham
,Humane Society of the Commonwealth of Massachusetts.
,"Jay
,"Kenrick
,"Kilner
,"Kilner
,"Langdon
,"Marsh
,"Monroe
,"Monroe
,"More
,"More
,Medical Society of New-Haven County.
,"Breading
,"Jefferson
,"Ogden
,"Osborn
,"Osgood
,"Parsons
,"Oswald
,"Phipps
,"Potter
,"Reese
,"Scott
,"Thomson
,France.
,Jefferson
,"West
,"Willis
,"Wilson
,"Adgate
,"Backus
,"Baldwin
,"Barnard
,"Belknap
,"Brown
,"Bridge
,"Burke
,"Carver
,"Coxe
,"Dana
,"Dunlap
,Friend to literature.
,Harmon
,"Fitch
,"Hawkesworth
,"Hazard
,"Hervey
,"Hillhouse
,"Hopkinson
,"Huntington
,"Pelham
,"Low
,"Marrant
,"Vance
,"Morhouse
,"Brown
,"Smith
,"Ramsay
,"Robbins
,"Rush
,"Seward
,"Slee
,"Wall
,Warren Association (R.I.).
,"West
,"Workman
,"Backus
,"Baxter
,"Belknap
,"Belknap
,"Bentley
,"Biddle
,"Bordley
,"Brown
,"Buckner
,"Burges
,"Campbell
,"Rush
,"Chamberlain
,"Crawford
,"Mountain
,"Dana
,"Dodsley
,"Edwards
,"Foster
,"Foster
,"Gray
,"Hale
,"Hall
,"Hamilton
,"Harris
,Gentleman of the faculty.
,Hayes
,"Hitchcock
,"Homer
,"Humphreys
,"Lavater
,"Markoe
,"Mason
,"Meacham
,"Morton
,"Murray
,"Ogden
,"Peddle
,College of Physicians of Philadelphia.
,"Poellnitz
,"Price
,"Ralling
,"Ramsay
,Rhode Island.
,"Richardson
,"Rowe
,"Rush
,"Rush
,"Rush
,"Smith
,"Strong
,"Thompson
,"Hemmenway
,"Tudor
,"Tyler
,"United States. Congress (1st
,United States.
,Jefferson
,United States. Dept. of State.
,Jefferson
,United States. Dept. of the Treasury.
,United States. Congress (1st
,United States. Dept. of State.
,Jefferson
,"Smither
,"Warren
,"Waterhouse
,"Watson
,"Wesley
,"Winthrop
,"Woodhull
,"Franklin
,"Adams
,"Atkinson
,"Austin
,"Austin
,"Backus
,"Bangs
,Bank of the United States (1791-1811).
,United States. Act to incorporate the subscribers to the Bank of the United States.
,"Bartram
,"Belknap
,"Bennett
,"Bentley
,"Bishop
,"Booth
,"Burke
,"Carey
,"Conover
,"Crafts
,"Dana
,"Davis
,P. I.
,"Dunlap
,"Dwight
,"Edwards
,"Edwards
,"Equiano
,"Evans
,"Fielding
,"Fraser
,"Garrettson
,"Hamilton
,"Haynes
,"Junius
,"Leland
,"S----a
,"Linn
,"Logan
,"Macaulay
,"Ogden
,"Porter
,"Porter
,"Rush
,"Smith
,"Smith
,"Smith
,"Stillman
,"Sweeting
,"Swift
,"United States. Congress (1st
,"Harmar
,United States. Dept. of State.
,Jefferson
,United States. Dept. of State.
,Jefferson
,United States. Dept. of the Treasury.
,United States. Congress (2nd
,United States. Dept. of State.
,Jefferson
,"Vivian
,"Webster
,"Wesley
,"Wheeler
,"Whitefield
,"Williams
,"Addoms
,"Allen
,"Backus
,"Backus
,"Banneker
,"Banneker
,"Barlow
,"Barnes
,"Belknap
,"Belknap
,"Belknap
,"Belknap
,"Belknap
,"Bird
,"Blair
,"Blake
,"Blood
,"Booth
,"Bordley
,"Brackenridge
,"Briggs
,"Brissot de Warville
,"Brydone
,"Buell
,"Burroughs
,"Condorcet
,"Coxe
,"Crafton
,"Currie
,"Daggett
,"Defoe
,"Doddridge
,"Dutch
,"Dwight
,"Eckley
,"Edwards
,"How
,"Gookin
,"Gurney
,"Hall
,"Hart
,"Hemmenway
,"Homer
,"Hopkinson
,"Josephus
,"Keir
,Kentucky.
,"Knight
,"Deverell
,"More
,"Lee
,"Logan
,"Mercer
,"Merriam
,"Morison
,General Society of Mechanics and Tradesmen of the City of New York.
,Newark Stocking Manufactory.
,Newport Association of Mechanics and Manufacturers.
,"Belknap
,"Penn
,"Franklin Society (Philadelphia
,"Pope
,"Ripley
,"Robbins
,"Rush
,"Rush
,"Seaman
,"Smith
,"Smith
,"Smith
,"Stone
,"Sullivan
,"Tappan
,"Townsend
,United States. Dept. of the Treasury.
,United States. Congress (2nd
,United States. Dept. of the Treasury.
,United States. Congress (2nd
,United States. Dept. of the Treasury.
,United States. Congress (2nd
,"Walker
,"Waterhouse
,"Whitefield
,"Williams
,"Winchester
,"Winchester
,"Winchester
,"Wollstonecraft
,"Woodhouse
,"Chesterfield
,"Gregory
,"Hardie
,"Adams
,"Smith
,"Bancroft
,"Barlow
,"Seymour
,"Belknap
,"Beresford
,"Blanchard
,"Bleecker
,"Bolton
,"Boudinot
,"Boyd
,"Bradford
,"Brown
,"Buchanan
,"Burroughs
,"Carey
,"Carey
,"Chipman
,"Johnson
,"Johnson
,"Cornaro
,"Crawford
,"Currie
,"Davis
,"Deane
,"Defoe
,"Dickinson
,Member.
,"Doddridge
,"Duck
,"Erskine
,"Forrest
,"Louis XVI
,"Greene
,American lady.
,"First Congregational Church (Biddeford
,"Hitchcock
,"Hitchcock
,"Holcombe
,"Hopkins
,"Hopkins
,"Hotchkiss
,"Inchbald
,"Johonnet
,"Kimball
,"Lee
,"Bingham
,"Mason
,Massachusetts Society for Promoting Agriculture.
,"Merry
,"Mifflin
,"Miller
,"More
,"Morse
,"Nassy
,"American Museum (New York
,"Parker
,Philadelphia Medical Society.
,"Phipps
,"Robespierre
,"Pownall
,"Ramsay
,"Dullass
,"Robinson
,"Rowson
,"Rush
,"Rush
,"Seaman
,"Spurrier
,"Stearns
,"Tappan
,"Taylor
,"Thacher
,"Thurston
,"Tompson
,"Paine
,"Tyler
,"Underwood
,United States. President (1789-1797 : Washington).
,Washington
,United States. Dept. of State.
,Jefferson
,United States. Dept. of the Treasury.
,United States. Congress (2nd
,"Webster
,"Wells
,"Wesley
,"Whitefield
,"Whitney
,"Williams
,"Woodhouse
,"Bedlow
,"Young
,"Folwell
,"Arthur
,"Bowles
,"Austin
,"Baldwin
,"Barlow
,"Barlow
,"Belknap
,"Berquin
,"Bingham
,"Bordley
,"Bradman
,"Buffett
,"Carey
,"Cathrall
,"Chaplin
,"Clark
,"Carey
,"Johnson
,"Coxe
,"Currie
,"Currie
,"Deane
,"Dev̬ze
,"Dibdin
,"Dickinson
,"Dingley
,"Darragh
,"Dumouriez
,"Dwight
,"Dwight
,"Dwight
,"Dwight
,"Eaton
,"Edwards
,"Emerson
,"Palmer
,"Foster
,"Foxe
,"Franklin
,"Franklin
,"Freneau
,Baltimore Yearly Meeting of the Religious Society of Friends.
,"Chesterfield
,"Getchell
,"Harper
,"Cullen
,"Haven
,"Pelham
,"Hopkinson
,"Hollinshead
,"Inchbald
,"Jefferson
,"Johnson
,"Jones
,"Jones
,"Lavater
,"Leland
,"Lempriere
,"Letchworth
,"Morse
,"Love
,"M'Clure
,"Macgowan
,"McWhorter
,"Madison
,"Magaw
,"Mason
,"Goupil
,"Montagu
,"More
,"Morton
,New York Hospital. Society.
,New York Hospital.
,"O'Keeffe
,"Osgood
,"Paine
,Pennsylvania. General Assembly. Senate.
,Company of Philadelphia Printers.
,Philadelphia Company of Printers and Booksellers.
,Spotswood
,"Pennsylvania Hospital (Philadelphia
,"Phillips
,"Priestley
,"Ramsay
,"Gerrald
,"Margarot
,"Robbins
,"Robbins
,"Robertson
,"Rose
,"Rowson
,"Rowson
,"Rowson
,"Rowson
,"Rowson
,"Rowson
,"Rush
,"Scudder
,"Shepard
,"Smollett
,"Tappan
,"Kamper
,"Taylor
,"Tillinghast
,"Watt
,"Trimmer
,United States. Dept. of State.
,Jefferson
,"Genet
,"Wallis
,"Waterman
,"Wesley
,"West
,"Whitefield
,"Whitefield
,"Adgate
,"Alden
,"Allen
,"Alsop
,"Alsop
,Aristotle.
,"Barlow
,"Barnard
,"Baxter
,"Belknap
,"Belknap
,"Bennet
,"Bennett
,"Bicheno
,"Longueville
,"Bidwell
,"Blair
,"Blake
,"Blumenbach
,Associated Mechanics of the Town of Boston.
,Massachusetts Fire-Insurance Company.
,Massachusetts Society for the Aid of Immigrants.
,Russell
,"Bracken
,"Brackenridge
,"Bradford
,"Brissot de Warville
,"Brothers
,"Brothers
,"Brown
,"Buist
,"Burgh
,"Burnet
,"Burton
,"Callender
,"Carey
,"Cleaveland
,"Clinton
,"Cobbett
,"Tucker
,"Crane
,"Culver
,"Cummings
,"Dallas
,"Dana
,"Davis
,"Day
,"Dean
,"Doddridge
,"Dwight
,"Edwards
,"Evans
,"Evans
,"Farnsworth
,"Faugeres
,"Fobes
,"Forbes
,Philadelphia Yearly Meeting of the Religious Society of Friends.
,"Genlis
,Georgia Mississippi Company.
,Hutchins
,"Godwin
,"Halhed
,"Halhed
,"Hamilton
,"Hardie
,"Harlow
,"Harper
,"Hedges
,"Henfrey
,"Hitchcock
,"Doolittle
,"Holly
,"Hopkins
,"Hunter
,"Mayne
,"Jackson
,"Kinnan
,"Kirkland
,"Knox
,"Lacombe
,"Lee
,"Lee
,"Lendrum
,"Linn
,"M'Clure
,"M'Clure
,"McHenry
,"Madison
,"Madison
,"Malcomson
,"Marriott
,"Maxcy
,"Miller
,"Mills
,"More
,"More
,"Moreau de Saint-M̩ry
,"Murdock
,New York Dispensary.
,Humane Society of the State of New-York.
,North American Land Company.
,Morris
,Flareau.
,Cromwell.
,"Ogden
,Columbianum.
,"Friends' Library (Philadelphia
,"Radcliffe
,"Radcliffe
,"Radcliffe
,"Rhees
,"Richards
,"Richards
,"Richardson
,"Rowson
,Schuylkill and Susquehanna Navigation.
,Delaware and Schuylkill Canal Company.
,"Morris
,"Wesley
,"Seabury
,"Seabury
,"Thomas
,"Slack
,"Smith
,"Smith
,"Smith
,"Spaulding
,"Spooner
,"Thomson
,"Townsend
,"Trumbull
,"Tucker
,Two Friends (Ship).
,Bermuda. Court of Vice Admiralty.
,United States. President (1789-1797 : Washington).
,Washington
,"Washington
,Great Britain.
,United States. Treaties
,Great Britain.
,United States. Treaties
,United States.
,France. Treaties
,"Ware
,"Wesley
,"Whitefield
,"Wilkins
,"Wollstonecraft
,"Worcester
,"Wright
,"Yearsley
,"Caraccioli
,"Alexander
,"Allen
,American Philosophical Society.
,Barton
,Americanus.
,Lady.
,"Backus
,"Barker
,"Barlow
,"Barlow
,"Barlow
,"Barlow
,"Barrington
,"Forrest
,"Bayley
,"Belknap
,"Belknap
,"Belknap
,"Bentham
,"Bentley
,"Bicheno
,"Blake
,"Blanchard
,"Bunn
,"Burges
,"Calet
,"Carey
,"Carey
,"Carter
,"Chalmers
,"Johnson
,"Chesselden
,"Child
,"Trenchard
,"Porcupine
,"Cobbett
,"Cobbett
,"Cobbett
,"Cobbett
,"Cobbett
,"Cobbett
,"Cobbett
,"Cobbett
,"Cobbett
,"Cobbett
,"Cobbett
,"Cook
,"Cooper
,"Cornaro
,"Cotton
,"Coxe
,"Coxe
,"R. B.
,"Dabney
,"Davies
,"Davis
,"Dennie
,"Derkinderen
,"Inchbald
,"Dodd
,"Ducray-Duminil
,"Dunlap
,"Ellery
,Erra Pater.
,Lilly
,"Fisher
,"Fisher
,"Fiske
,"French
,"Gooch
,"Gregory
,"Halyburton
,"Hamilton
,"Haswell
,"Haven
,"Henderson
,"Hervey
,"Doolittle
,"Honeywood
,"Anthony
,"Houdet
,"Hunt
,"Huntington
,"Huntington
,"Inchbald
,"Jones
,"Kellogg
,"King
,"Lackington
,"Langhorne
,"Lathrop
,"Mackenzie
,"Madison
,"Marsh
,"Maxcy
,"Mifflin
,"Neale
,"Paine
,"Palmer
,"Parker
,United States. Circuit Court (3rd Circuit).
,Paterson
,"Peacock
,"Perry
,"Pinchard
,"Plummer
,"Powers
,"Radcliffe
,"Rowland
,"Rush
,R. S.
,Tisdale
,"Seaman
,"Searson
,"Sibley
,"Simmons
,"Smith
,"Smith
,"Stanford
,"Stone
,"Taylor
,"Taylor
,"Thacher
,"Duane
,"United States. Congress (4th
,"Washington
,Algeria.
,United States. Treaties
,Great Britain.
,United States. President (1789-1797 : Washington).
,United States. Congress (4th
,United States. President (1789-1797 : Washington).
,Washington
,Great Britain.
,United States. President (1789-1797 : Washington).
,United States. Treaties
,Spain.
,United States. President (1789-1797 : Washington).
,United States. Congress (4th
,Spain.
,United States. Treaties
,"Washington
,"Washington
,"Washington
,"Webster
,"Welles
,Western Inland Lock Navigation Company.
,Weston
,"Whiting
,"Williams
,"Williams
,"Wollstonecraft
,"Worcester
,"Worcester
,"Adams
,"Addison
,"Allen
,"Hill
,"Andrews
,"Appleton
,"Benson
,"Backus
,"Beete
,"Bentley
,"Bentley
,"Bentley
,"Beresford
,"Bigelow
,"Bingham
,"Bishop
,"Bleecker
,"Boddily
,"Booth
,Boston Dispensary.
,"Bowdoin
,"Bridgham
,"Brissot de Warville
,"Brown
,"Burges
,"Burk
,"Burke
,"Burrill
,"Butler
,"Callender
,"Callender
,"Campbell
,"Campbell
,"Cobbett
,"Cobbett
,"Maverick
,"Coustos
,"Crane
,"Crawford
,"Cummings
,"Day
,"Dibdin
,"Dickinson
,"Doggett
,"Dunlap
,"Dwight
,"Edwards
,"Erskine
,"Erskine
,"Faugeres
,"Fiske
,"Flanagan
,"Folwell
,"Foster
,"Foster
,Philadelphia Yearly Meeting of the Religious Society of Friends.
,"Gadsden
,"Gallatin
,"Gilpin
,"Goldsmith
,"Granger
,"Hall
,"Hamilton
,"Harper
,"Harris
,"Hawkins
,"Henfrey
,"Heywood
,"Hodgkinson
,"Horne
,"Hosack
,"Huntington
,"Inchbald
,"Lathrop
,"Lathrop
,"Lee
,New York (State). Supreme Court.
,Le Guen
,"American citizen
,"Levi
,"Lewis
,"Louvet de Couvray
,"Mann
,"Marchant
,"Lyon
,"Maury
,"Mellen
,"Miller
,"Milns
,"Moore
,"Morse
,"Morton
,"Mitchill
,"Newton
,"Nott
,"Oulton
,"Palmer
,"Peabody
,"Perkins
,"Poivre
,"Prentiss
,"Prentiss
,"Proud
,"Radcliffe
,"Rowe
,"Reeve
,"Relf
,"Rockwell
,"Rushton
,"Russell
,"Savery
,"Scott
,"Parker
,"Smith
,"Stevens
,"Strong
,"Symmes
,"Trumbull
,"Tyler
,"Great Britain. Treaties
,United States.
,"Warner
,"West
,"White
,"Whitefield
,"Wilde
,"Woodhouse
,"Yates
,"Young
,"Addison
,"Addison
,"Addison
,"Seward
,"Atherton
,"Aufrere
,"Austin
,"Backus
,"Barton
,"Bayard
,"Belknap
,"Bentley
,"Bishop
,"Blatchford
,"Bordley
,"Bridgham
,"Brown
,"Brown
,"Browne
,"Burk
,"Burroughs
,"Burroughs
,"Callender
,"Campbell
,"Clinton
,"Cobbett
,"Cobbett
,"Freneau
,"Currie
,"Currie
,"Currie
,"Darwin
,"Darwin
,"Davis
,"Day
,"De Saussure
,"De Witt
,"Dexter
,"Dickinson
,"Dunham
,"Dunlap
,"Dwight
,"Dwight
,"Dwight
,"Eacker
,"Emerson
,"Emmons
,"Faust
,"Lovechild
,"Fennell
,"Fessenden
,"Fletcher
,"Trenchard
,Young lady of the state of New-York.
,"Foss
,"Foss
,"Foster
,"Gallatin
,"Gildersleeve
,"Gould
,"Gray
,"Griswold
,"Hahn
,"Harper
,"Haven
,"Haynes
,"Heath
,"Hobby
,"Holt
,"Ivernois
,"Johnson
,"Johnson
,"Kennedy
,"King
,"King
,"Kirkland
,"Langdon
,"Lanman
,"Larkin
,"Lathrop
,"Lathrop
,"Lewis
,"Linn
,"Livingston
,"Logan
,"Lyon
,"M'Manus
,"Mason
,"Melville
,"Milns
,"Montolieu
,"Moore
,"Morton
,"Munford
,"Murdock
,"Murray
,"Gouverneur
,General Society of Mechanics and Tradesmen of the City of New York.
,"Norton
,"Ogden
,"Orr
,"O'Connor
,"Parish
,"Bellamy
,"Parkhurst
,"Pascalis Ouviere
,Pennsylvania.
,"Pettibone
,Academy of Medicine of Philadelphia.
,Mifflin
,College of Physicians of Philadelphia.
,College of Physicians of Philadelphia.
,"Phillips
,"Phillips
,"Pinchard
,"Proud
,"Quincy
,"Quincy
,"Rhees
,"Rhodes
,"Robertson
,"Dennie
,"Roland
,"Rowson
,"Rush
,H. S.
,"Sanders
,"Scott
,"Shaw
,"Sheldon
,"Shepard
,"Brown
,"Smith
,"Smith
,"Smith
,"Smith
,"Smith
,"Smollett
,"Sparhawk
,"Staughton
,"Stearns
,"Thacher
,"Thacher
,"Thayer
,"Thayer
,"Rumford
,"Tyler
,United States.
,Massachusetts. General Court.
,United States. Sedition act.
,Virginia. General Assembly. Virginia resolutions.
,Kentucky. General Assembly. Kentucky resolutions.
,"Clarke
,United States. President (1797-1801 : Adams).
,United States. Congress (5th
,"Gordon
,"Webster
,"Wells
,"Wetherill
,"Whiting
,"Whitman
,"Wilkinson
,"Willock
,"Woodward
,American youth.
,Woodworth
,"Worcester
,"Yarrow
,"Abbot
,"Addison
,"Addison
,"Ducray-Duminil
,"Andros
,"Austin
,"Austin
,"Bacon
,"Barton
,New York (N.Y.). Committee of Health.
,Bayley
,"Beed̩
,"Bentley
,"Berington
,"Bordley
,"Bradley
,"Brailsford
,"Brailsford
,"Brevitt
,"Brown
,"Brown
,"Brown
,"Brown
,"Burges
,"Burges
,"Burnet
,"Caldwell
,"Caldwell
,"Carey
,"Chisholm
,"Church
,"Coffin
,"Condie
,"Cosgrave
,"Cox
,"Cummings
,"Daggett
,"Dewey
,"Dibdin
,"Dobson
,"Doddridge
,"Doggett
,"Edmond
,"Edwards
,"Emerson
,"Fisher
,"Fiske
,"Forsyth
,"Fowler
,"Freneau
,"Barclay
,Lady of distinction.
,"Wollstonecraft
,"Grant
,"Hanway
,"Hardie
,"Harper
,"Harris
,"Haswell
,"Haven
,"Hay
,"Hobby
,"Hobson
,"Osborn
,"Hubbard
,"Johnson
,"Brackenridge
,"Kotzebue
,"Lee
,"Lee
,"Lewis
,"Lewis
,"Lining
,"Rodgers
,"Louvet de Couvray
,"Lowell
,"Lyman
,"Lyon
,"McMillan
,"Marshall
,"Maxcy
,"Moore
,"Morton
,"Murray
,"Rowson
,"Newcomb
,"Osgood
,"Parish
,"Patterson
,"Payson
,"Latrobe
,"Pidgin
,"Pilkington
,"Pinckney
,"Lewis
,"Prentiss
,"Robertson
,"Rush
,"Rush
,"Rush
,"Russell
,"Sanders
,"Skinner
,"Smith
,"Smith
,"Smith
,"Smith
,"Smyth
,"Spalding
,"Stanford
,"Stoddard
,"Strong
,"Strong
,"Symmes
,"Thompson
,"United States. Congress (5th
,United States. Dept. of State.
,Pickering
,"Wakefield
,"Webster
,"Weems
,"Weston
,"Wheaton
,"Zimmermann
,"Adams
,"Addison
,"Alden
,"Alexander
,"Allen
,"Allison
,"Andrews
,"Andrews
,"Armstrong
,"Backus
,"Baker
,"Baldwin
,"Ball
,"Bancroft
,"Bangs
,"Barlow
,"Barnard
,"Barnes
,"Bartlett
,"Barton
,"Bascom
,"Bates
,"Bayard
,"Beckley
,"Beckley
,"Best
,"Bird
,"Bishop
,"Bishop
,"Blair
,"Boddily
,"Bowers
,"Brackenridge
,"Braman
,"Brown
,"Brown
,"Brown
,"Buckminster
,"Buckminster
,"Buckminster
,"Burges
,"Harper
,"Campbell
,"Carey
,"Carle
,"Rush
,"Fries
,"Carroll
,"More
,"More
,"More
,"More
,"More
,"More
,"More
,"More
,"More
,"More
,"More
,"More
,"More
,"More
,"More
,"More
,"More
,"More
,"More
,"More
,"More
,"Cheetham
,"Cheetham
,"Churchill
,"Coe
,"Coffin
,"Condict
,"Condie
,"Cooper
,"Hyde
,"Coxe
,"Dow
,"Currie
,"Daggett
,"Davenport
,"Davis
,"Davis
,"Dehon
,"Doddridge
,"Dwight
,"Elliott
,"Emmons
,"Ernst
,"Everett
,"Fenno
,"Fenno
,"Fields
,"Fisher
,"Fiske
,"Fitch
,"Flint
,"Forbes
,"Foster
,"Fothergill
,"Fowle
,"Fox
,"Fraser
,"Frelinghuysen
,New York Yearly Meeting of the Religious Society of Friends.
,"Furman
,"Gano
,"Gay
,"Glendy
,"Greenwood
,"Guirey
,"Hale
,"Hall
,"Hall
,"Hamilton
,"Hardie
,"Hargrove
,"Hart
,"Hemenway
,"Hemmenway
,"Herrick
,"Hillier
,"Hitchcock
,"Holcombe
,"Holmes
,"Holmes
,"Hopkins
,"Hosmer
,"Huntington
,"Huntington
,"Richards
,"Jackson
,"Jefferson
,"Johnson
,"Keith
,"Kemp
,"Kendall
,"Kendrick
,"King
,"Kotzebue
,"Kotzebue
,"Kotzebue
,"Kotzebue
,"Kotzebue
,"Kotzebue
,"Kotzebue
,"Kotzebue
,"Kotzebue
,"Kotzebue
,"Kotzebue
,"Kotzebue
,"Kotzebue
,"Kotzebue
,"Kotzebue
,"Kotzebue
,"Kotzebue
,"Brous
,"Lathrop
,"Lathy
,"Learned
,"Lee
,"Smith
,"Lee
,"Lee
,"Linn
,"Logan
,"Louvet de Couvray
,"Lucas
,"M'Clure
,"McKeen
,"Macwhorter
,"Madison
,"Magaw
,"Marsh
,"Mason
,"Mead
,"Miles
,"Miller
,"Miller
,"Minot
,"Potter
,"Mitchill
,"Moody
,"More
,"Morison
,"Morrell
,"Murdock
,"Murray
,"Niles
,Philadelphian.
,Sansom
,"Ogden
,"Ogden
,"Osgood
,"Otis
,"Palmer
,"Parish
,"Parsons
,"Patten
,"Payson
,"Pilkington
,"Plumptre
,"Porter
,"Porter
,"Porter
,"Prince
,"Pringle
,"Ramsay
,"Rathbone
,"Weeks
,"Croucher
,"Richardson
,"Ripley
,"Roche
,"Romeyn
,"Rusoe D'Eres
,"Russell
,"Russell
,"Seaman
,"Sherburne
,"Smalley
,"Smith
,"Smith
,"Spalding
,"Spiess
,"Spring
,"Stancliff
,"Stanford
,"Stillman
,"Stone
,"Strong
,"Strong
,"Sullivan
,"Surr
,"Taggart
,"Talbot
,"Thacher
,"Thacher
,"Thacher
,"Thacher
,"Trumbull
,"Tyler
,"Brigstock
,France.
,United States. Treaties
,"Washington
,United States.
,"Van Pelt
,"Pleasants
,"Wadsworth
,"Walker
,"Ware
,"Washington
,"Washington
,"Waterhouse
,"Webster
,"Weems
,"Wesley
,"West
,"Weylie
,"Wheland
,"Whitney
,"Williams
,"Pasquin
,"Williamson
,"Willich
,"Wilson
,"Wirt
,"Wood
,"Wood
,"Woodruff
,"Shepard
,England and Wales. Lord Protector (1653-1658 : O. Cromwell).
,Gookin
,Massachusetts.
,Massachusetts. General Court.
,"Davenport
,"Cradock
,Massachusetts. General Court.
,Massachusetts. Council.
,Massachusetts. Governor (1673-1679 : Leverett).
,Massachusetts. Council.
,Massachusetts. Governor (1673-1679 : Leverett).
,Massachusetts. Council.
,Massachusetts. General Court.
,Massachusetts. General Court.
,Massachusetts. General Court.
,"Chester
,"Lowell
,Massachusetts. General Court.
,Massachusetts.
,England and Wales. Sovereign (1660-1685 : Charles II).
,Massachusetts.
,Massachusetts. General Court.
,Massachusetts. Treasury Office.
,"Bradstreet
,"Cotton
,Massachusetts. Council.
,Massachusetts. Council.
,"Williams
,Massachusetts. President of the Province of Maine.
,Danforth
,"Rowlandson
,Westminster Assembly
,Massachusetts. General Court.
,"Bosworth
,"Cotton
,England and Wales. Sovereign (1660-1685 : Charles II).
,Charles II
,Massachusetts.
,"Wharton
,Territory and Dominion of New-England.
,Territory and Dominion of New-England. President (1686 : Dudley).
,Dudley
,"Walter
,Territory and Dominion of New-England. President (1686-1689 : Andros).
,Andros
,Territory and Dominion of New-England. Receiver General.
,Usher
,"Bradstreet
,Philadelphia Yearly Meeting of the Religious Society of Friends.
,"William III
,"William III
,England and Wales. Sovereign (1689-1694 : William and Mary).
,William III
,England and Wales. Sovereign (1689-1694 : William and Mary).
,Massachusetts.
,Massachusetts. Governor (1689-1692 : Bradstreet).
,Bradstreet
,Massachusetts. General Court.
,"Secker
,"Vincent
,"Wilkins
,New York (State). Governor (1690-1691 : Sloughter).
,Sloughter
,Philadelphia Yearly Meeting of the Religious Society of Friends.
,Massachusetts. Governor (1692-1695 : Phips).
