EEBO,Author
15584102,Charles II
99826941,England and Wales. Sovereign (1660-1685 : Charles II)
99826941,Charles II
15584156,England and Wales. Sovereign (1660-1685 : Charles II)
15584156,Charles II
12097679,England and Wales. Sovereign (1660-1685 : Charles II)
12097679,Charles II
18271112,England and Wales. Sovereign (1660-1685 : Charles II)
18271112,Charles II
99825656,England and Wales. Sovereign (1660-1685 : Charles II)
99825656,Charles II
14867719,England and Wales. Sovereign (1660-1685 : Charles II)
14867719,Charles II
8936555,"Charles II
11747625,England and Wales.
11747625,Charles Emmanuel II
12268928,England and Wales. Sovereign (1660-1685 : Charles II)
12268928,Locke
16992742,England and Wales. Sovereign (1660-1685 : Charles II)
16992742,Charles II
14878364,England and Wales. Sovereign (1660-1685 : Charles II)
14878364,Charles II
14867780,England and Wales. Sovereign (1660-1685 : Charles II)
14867780,Charles II
26778422,"Charles II
12338813,"Charleton
12148818,"Charleton
12002110,"Charleton
12607967,"Charleton
12259505,"Charleton
12100016,"Charleton
12384379,"Charleton
7937579,"Charleton
12148930,"Charleton
12608667,"Charleton
12380094,"Charleton
15564467,H. C.
12097586,"Charpentier
12265935,"Charters
11953127,"Chassepol
11953993,"Chaucer
10861418,"Chaucer
18271730,"Chaumont
12379631,"Chaumont
12798585,"Chauncy
12248234,"Camden
11747629,"Cheke
12872364,"Cheshire
12756412,Chestlin.
12258721,"Chetwynd
8105000,"Chetwood
11742071,"Chevalier
16992999,"Chevreau
10629663,"Cheynell
14867885,"Cheynell
11732271,"Cheynell
12793306,"Chidley
8606337,"Chidley
12952496,"Chidley
12379621,"Chilcot
11983498,"Child
99826396,"Child
12072032,"Child
99826196,"Child
11964064,"Child
12730328,"Child
12071868,"Child
12039829,"Child
11760708,"Child
99861419,"Childrey
11747074,"Camfield
12952474,"Chillingworth
12385185,"Chillingworth
15586544,"Chillingworth
10861593,"Chillingworth
11747593,"Chillingworth
12730364,"Chillingworth
12832384,"Camilton
18271748,"Chillingworth
12263454,"Camm
12952457,"Chishull
15367456,"Cholmley
12058636,"Chorlton
12669966,England and Wales. Parliament.
99827080,"Camm
13119344,"Northbrooke
12379585,"Cheynell
12213587,"CamÃµes
12148879,"John Chrysostom
12570298,"Chudleigh
8107760,"Chudleigh
45097631,"Chudleigh
13790992,H. C.
13790992,Albemarle
12012291,"Campanella
19328995,Church of England. Province of Canterbury. Archbishop (1678-1690 : Sancroft)
19328995,Sancroft
19329228,Church of England. Diocese of Chichester. Bishop (1669-1675 : Gunning)
19329228,Gunning
10056260,Church of England. Diocese of Ely. Bishop (1675-1684 : Turner)
10056260,Gunning
12832777,Church of England. Diocese of Lincoln. Bishop (1621-1641 : Williams)
12832777,England and Wales. Parliament. House of Lords.
12416637,Church of England. Diocese of Lincoln. Bishop (1660-1663 : Sanderson)
12416637,Sanderson
11696773,"Campion
12579884,Church of England. Diocese of Norwich. Bishop (1661-1676 : Reynolds)
12579884,Reynolds
99826944,Church of England. Diocese of Oxford. Bishop (1676-1686 : Fell)
99826944,Fell
17962131,Church of England. Diocese of Worcester. Bishop (1662 : Gauden)
17962131,Gauden
99826274,"Duppa
18832087,C. H.
12952478,Church of England.
12952478,Bancroft
99825469,Church of England.
99825469,Ussher
7880470,Church of England.
15367806,Church of England.
19330603,Church of England.
99825624,"Camus
12823723,"Williams
13119396,Church of England.
7880540,"York
8607920,Church of Scotland. General Assembly.
8607944,Church of Scotland. General Assembly.
12834843,"Canaries
15565060,"Canaries
12116490,"Canaries
13119558,"Fat
13119622,"Cibber
11747570,"Cibber
12395561,"Cibber
12379562,"Cicero
12250821,"Cicero
12387109,"Cicero
9316775,"Cicero
12950775,"Cicero
11747580,"Cicero
12610088,"Cicero
12574016,"Cillard
12001982,"BroÃ«
12375716,"J. V. C. (John Vincent Canes)
12538181,"Clagett
11713900,"Clagett
11747559,"Clare
11761656,"Clarendon
12739694,"Clarendon
12388519,"Clarendon
12950738,"Clarendon
13023886,"Clarendon
13275730,"Clarendon
12756291,"Clarendon
12044346,"Canne
13089569,"Canne
15504625,"Claridge
16999700,"Claridge
11964045,"Canning
18389391,"Clerke
13115195,"Clarke
18389711,"Clark
12260459,"Clark
15586816,"Clark
12220490,"Clarke
12002004,"Clark
12002081,"Clark
14708976,"Cant
12950722,"Clarke
17007686,"Clarke
9316790,"Clarke
12539997,"Clarke
9514768,"Clarke
8608469,"Clarke
8608524,"Clarke
8608609,"Clarke
15586836,"Clarke
12002030,"Clarke
12221911,"Clarke
12148849,"Clarke
12221915,"Clarke
12950715,"Clarke
26814722,"Clarke
12221924,"Clarke
12335937,"Clarke
12219920,"Clarke
11953454,"Clarke
15586868,"Clarke
15586895,"Clarke
12388651,"Clarke
10171085,"Clarke
12628482,"Clarke
12233837,"Clarke
9514846,"Clarke
7880640,"Clarke
11935895,"Clarke
12950712,"Clarke
13117926,"Clarke
12001608,"Clark
12394736,"Clark
11781146,"Clarkson
12717194,"Milton
12395584,"Claude
13164095,"Claude
13115701,"Claude
11953350,"Codrington
13170390,"Clayton
15508926,"Cleadon
12388565,"Cleeve
10861922,"Cleland
99827104,Catholic Church. Pope (1667-1669 : Clement IX)
99827104,Clement IX
15508946,"Clement
17962632,"Clement
15500898,"Clement
12743584,"Capel of Hadham
26815357,"Cleveland
15508969,"Cleveland
11796334,"Cleveland
12409767,"Cleveland
12499886,"Cleveland
7880700,"Cleveland
9339788,"Cleveland
12258365,"Cleveland
7918573,"Clifford
12628148,"Clifford
12049031,"Clifford
13693629,"Capel
11751059,"Clifford
11179661,"Clift
12747259,"Basile
12274837,"Cadman
9514942,"Coale
17009125,"Coale
19335907,"Cobb
9515002,"Cobb
13211840,"Cobb
18579154,"Cobb
11799586,Cobler.
8483401,"Cock
12033367,"Cock
12499845,"Cock
18579173,Countrey wit.
12001587,"Trotter
11751067,"Trotter
13163949,"Cockburn
12131178,"Cockburn
11179681,"Cockburn
12735209,"Cockburn
8074066,"Cockburn
12150201,"Cockburn
17009372,"Cockburn
8084223,"Cockburn
16992781,"Cockburn
11982220,"Cocker
12061881,"Capriata
12266159,"Hawkins
11981172,"Cocker
12594017,"Cocks
12757190,"Coddington
12131231,"Codrington
11229041,"Coelson
14867989,"Coggeshall
12404829,"Cokain
13172526,"Tate
13172515,"Cokain
12129437,"Atwood
12388713,"Coke
18579214,"Coke
10629477,"Cardonnel
12395655,"Coke
12117573,"Colbatch
15509088,"Colbatch
12388703,"Colbatch
12631478,"Cowley
12394564,"Cole
9658019,"Cole
12593987,"Cole
12212616,"Cole
12589430,"Cole
13171038,"Cole
15501443,"Cole
12260430,"Care
15501481,"Cole
11751081,"Cole
26821023,"Cole
99826982,"Cole
19506517,"Cole
11184683,"Cole
13226910,"Care
11751088,"Cole
12388687,"Cole
7884083,"Cole
14870322,"Cole
16997773,"Weld
12527872,"Coleman
13099214,"Care
12039160,"Colepepyr
13687136,"Care
13587546,"Coles
13687169,"Care
10264454,"Coles
13099381,"Care
18579224,"Colet
9318131,"Colet
19506576,"Newcastle
11874908,"Care
12385164,"Burnet
12278468,"Sedley
7884394,"Marvell
12535611,"Burghley
13172445,England and Wales. Court of Chancery.
13172445,Lenthall
11690269,England and Wales. Court of Chancery.
11690269,Clarendon
12533788,"Kirchmaier
11992820,"Care
13281013,"Colledge
13281114,"Colledge
17000011,"Colledge
15597207,"Colledge
99895787,"Colledge
19719662,"Colledge
9518973,"J. C. (John Collens)
9658033,"J. C. (John Collens)
12905802,"Collier
11751099,"Collier
12394247,"Collier
8939666,"Collier
8939735,"Collier
11751740,"Collier
12117566,"Collier
11751752,"Collier
7884330,"Collier
12407462,"Collier
12404706,"Collier
11897512,"Collier
7952155,"Collier
15509118,"Collier
11751759,"Collier
12117559,"Collier
12221856,"Collier
12049062,"Collier
15501628,"Collier
13227119,"Care
14704501,J. C.
14704539,J. C.
13687242,"Care
10629796,"Collinges
12331619,"Care
12390872,"Collinges
12396453,"Collinges
12697647,"Care
12396393,"Collins
12278187,"Care
12407388,"Collins
7929253,"Collins
12394868,"Collins
11751764,"Collins
99899660,"Collins
16997586,"Collins
12039130,"Collins
12117547,"Collins
12633436,"Collins
12394692,"Collop
12706815,"Collop
12049087,"Collop
12220657,"Collop
18507796,"Collyn
12715731,"Colman
12259149,"Carew
12535618,"Colquitt
12633296,"Colvil
12538728,"Colvil
99826888,"Carew
12759871,"Comber
12410128,"Comber
16264546,"Carew
9518991,"Comber
10264510,"Comber
12394134,"Comber
13277204,"Carew
19507006,"Comber
11184984,"Comber
8096264,"Carew
11880482,"Comenius
8108214,"Comenius
15565200,"Carew
11968721,"Comenius
12117313,"Comenius
11807118,"Comenius
15565277,"Carew
12394003,"Commelin
11073289,"Brown
13098889,"Totnes
12234432,England and Wales. Court of Chancery.
12234432,Carew
12404746,"Jennings
12234694,"Carew
12633367,"Halifax
13172425,"E. S.
99834683,"Carew
11879993,Company of Scotland Trading to Africa and the Indies.
12896288,Company of Scotland Trading to Africa and the Indies.
12896288,Rycaut
13066744,"Almoni
13302797,"Carew
19719880,"Thomason
12121890,"Carew
15509226,"Dunton
12753956,"Compton
12633122,"Compton
18391457,"Compton
9790637,"Compton
12530214,"Compton
18175474,"Compton
13682589,"Cargill
18391596,"Comyne
11751787,Honest gent. and a true lover of all such.
26832652,England and Wales. Parliament. House of Commons.
12404642,"Do-Well
9790689,"Dickson
11638040,"Carkesse
11976772,"Carlell
11976753,"Carlell
12062696,Confucius.
12062696,Intorcetta
11976439,"Carlell
99826991,Corporation of North Allerton.
99826991,Lumbly
12409790,C. W.
11751805,"Congreve
11192374,"Congreve
12220667,"Congreve
12412631,"Congreve
12530241,"Congreve
12029288,"Congreve
18175533,"Congreve
9506000,"Carleton
9304434,"Carleton
13172407,"Congreve
12230815,"Congreve
18394039,"Eccles
12029305,"Congreve
12068703,Castamore.
11076565,"Connor
11998168,"Conold
13099824,"Carlile
11766942,"Carlingford
8488401,"Dugdale
10264643,Gentleman of the university.
8488458,"Constable
16960776,"Whitehall
12630290,"Haward
8488501,Converted cavalier.
12029432,"Conway
11076717,"Coniers
12636234,"Cooke
99826997,"Cooke
12117428,"Cook
12117544,"Cook
12117419,"Cook
10264681,"Cooke
19720091,"Cooke
11076770,"Cooke
12832576,"Cooke
11196429,"Coole
19525389,"Cooper
12117537,"Cooper
13501814,"Cooper
12234616,"Caron
10264696,"Rich
10264706,"Copley
13292087,"Coppe
99827325,"Coppin
11771359,"Coppinger
13027713,"Coppinger
12039041,Gentleman in Dort.
12640798,"Elger
11196503,"Asladowne
12685804,"Goodwin
12847693,"Henrietta Maria
12090150,"Fiennes
7929445,"Glemham
26833038,England and Wales. Parliament. House of Commons.
15597930,"Alured
15598344,City of London (England). Court of Common Council.
18394254,Friesland (Netherlands). Provinciale Staten.
19525804,"Birch
13289903,"Carpenter
12174760,"Corbet
18394340,"Corbet
12240333,"Corbet
12629047,"Corbet
11760712,"Corbet
11760737,"Corbet
12412593,"Corbet
12636381,"Corbet
12412581,"Corbet
7929459,"Corbet
12629043,"Corbet
16998970,"Corbet
12062470,"Corbet
12711243,"Corbet
99895575,"Corbet
12637867,"Cordemoy
12530269,"Corye
11882965,"Rochester
12607564,"Cork
16306353,"Burlington
12904724,"Carr
11062367,"Corker
11771379,"Corker
19525952,"Corker
13172657,"Corneille
11760724,"Corneille
11760752,"Corneille
11151237,"Corneille
11760762,"Corneille
12124215,"Corneille
12690385,"Corneille
12396317,"Corneille
11760774,"Corneille
11721897,"CalderÃ³n de la Barca
12650271,"Taylor
12798761,"Cornwallis
13677122,"Carr
99832753,"Cornwallis
16999045,"H. C. (Henry Cornwallis)
13156313,"Cotton
18394381,"Cosin
12690371,"Cosin
12248285,"Carr
12121773,"Coste
12259169,"Carr
12126479,"Cotton
12124334,"Cotton
12240145,"Cotton
11951445,"Cotton
12636953,"Cotton
11748301,"Cotton
18175647,"Cotton
99899351,"Cotton
11182455,J. C.
11182455,L. P.
12713722,"Cotton
12403003,"Cotton
12259552,"Elmeston
12832504,"Cotton
13175028,"Cotton
12043239,"Carrington
12250615,"Cotton
13302901,"Carol
16999280,"Cotton
15625900,"Carol
18450355,"Cotton
10629820,"Cotton
12711468,"Cotton
13501523,"Carstares
12718528,"Cotton
12697718,"Cotton
11983708,"Cotton
12896362,England and Wales. Parliament.
12896362,Cotton
11753623,"Carswell
12038983,"Cotton
12684198,"Cotton
11954044,"Cotton
11282092,"Cotton
11729528,"Cotton
99832758,"Cotton
11882946,"Cowling
11851139,Gentleman of quality.
12697722,Gentleman in London.
12697722,ScÌ²Ì²Ì²Ì²y
14709314,"Carter
99825777,"Clod
13097338,Countrey minister.
15625933,"Carter
14871812,"Courten
11982055,"Courtilz de Sandras
12259584,"Courtilz de Sandras
13172648,"Courtilz de Sandras
19527051,"Courtin
12433803,"Courtney
10590438,"Covel
12601498,"Carter
12085033,"Henderson
11736136,"Coventry
13112563,"Carter
13682223,"Carter
12617900,"Cowley
13431051,"Cowley
12396295,"Cowley
11732818,"Cowley
12617884,"Cowley
12396285,"Cowley
11732727,"Cowley
13549157,"Cowley
11736146,"Cowley
13172639,"Cowley
11736141,"Cowley
15509519,"Cowley
11990002,"Cowper
18450468,"Cowper
10638368,"Cowper
13549337,"Cox
12437550,"Cox
12241232,"Cox
12706406,"Cox
12703508,"Cox
12727894,"Cox
8940149,"Coxe
99825326,"Carter
8940202,"Crab
12703498,"Crab
12703473,"Crab
13103586,"Cradocke
99825690,"Cradocke
12720434,"Cradock
11747027,"Carter
99833778,"Carter
18958425,F. C. Ph.
8096331,"Carter
12827906,"Cragge
10638417,"Craig
12000491,"Craig
17000600,R. C. (Richard Crane)
9790749,R. C. (Richard Crane)
12652783,"Cranford
13097331,"Cranmer
11699679,"Crashaw
13687335,"Crashaw
12793973,"Craufurd
12226997,"Craufurd
12703493,"Craufurd
12144928,"Creagh
14871934,"Creighton
12269195,"Cressy
11887004,"Cressy
9523098,"Cressy
11062693,"Cressy
11781001,"Cressy
11780916,"Cressy
11780954,"Cressy
99828963,"Crewe
11964031,"Cartwright
9674003,"Crisp
11066404,"Crisp
11964034,"Cartwright
10676653,"Crisp
99826987,"Crisp
8495831,"Crisp
7952230,"Crisp
8495844,"Crisp
11200828,"Crisp
12545054,"Cartwright
12534453,"Curate
11887292,"Croese
11947873,"Croft
12246119,"Croft
12641808,"Croft
12703065,"Croft
11066492,"Croft
11887388,"Croft
12144895,"Croft
12703050,"Croft
12388975,"Cowley
7952082,"Crofts
12703027,"Croke
12121876,"Cartwright
12636692,"Cromarty
99830492,"Crompton
11946688,"Crompton
11946699,"Crompton
12121565,England and Wales.
12121565,Cromwell
11882865,"Cromwell
8495967,"Cromwell
13534583,"Cartwright
17002638,England and Wales. Lord Protector (1653-1658 : O. Cromwell)
17002638,Cromwell
8496053,"Cromwell
11191233,"Cromwell
12234504,"Cartwright
12259178,"Carver
12259539,"Carwell
9981450,"Crook
99825344,"Crook
8497464,"Crooke
12039765,"Cary
12641251,"Crosfeild
12652941,"Crosfeild
11191655,"Crosfeild
12395425,"Crossman
8626066,"Crossman
11911944,"Crossman
99826565,"Crossman
12395388,"Crossman
7951893,"Crossman
17003355,"Crouch
12629053,"Crouch
26833922,"Crouch
11912034,"Crouch
17003406,"Crouch
8448344,"Cary
10684915,"Crouch
12259628,"Crouch
11191750,"Crouch
11781578,"Cary
11192168,"Crouch
10684926,"Crouch
13244555,"Cary
12711822,"R. B.
12259661,"R. B.
16960872,"Cary
12259737,"R. B.
11926876,"R. B.
10684939,"Crowe
11696946,"Crown
12226161,"Crown
11951753,"Crown
13277407,"Cary
12233910,"Crown
12255053,"Crown
11696960,"Crown
12131385,"Crown
12131390,"Crown
11740719,"Crown
11699722,"Crown
11914919,"Crown
11998159,"Crown
12255312,"Crown
12864948,"Crown
12325704,"Crown
11875376,"Cary
12131155,"Crull
12256049,"Crull
12259197,"Caryll
11994672,"C.
13682404,"Caryll
12331601,"Caryll
11914918,"Cudworth
12233723,"Cudworth
18176808,"Cudworth
9790720,"Cudworth
99827329,"Cullen
12233487,"Culmann
11988608,"Culmer
12394941,"Culmer
12131294,"Culpeper
8647945,"Culpeper
12131280,Royal College of Physicians of London.
12131280,Culpeper
13277449,"Caryl
12131251,Royal College of Physicians of London.
12131251,Culpeper
12145103,"Culpeper
99827330,"Culpeper
11914809,"Culpeper
99825325,"Culpeper
8647984,"Culpeper
7952008,"Culpeper
11929498,"Culpeper
11192445,"Colepeper
11914779,"Culverwel
11913758,"Cumberland
11192659,"Cumberland
11914994,"Cumberland
8648023,"Cunningham
8648046,"Cunningham
12032372,"Cunningham
12233831,"Cunningham
11192688,"Curtius Rufus
18763914,"Curwen
12329397,"Cutts
9523260,"Cutts
11987006,"Cutts
12875881,"Cyprian
99825844,"Cyprian
11192735,"Cyprian
12233445,"Cyrano de Bergerac
12213511,"Cyrano de Bergerac
13108488,"Della Casa
13108524,"Casas
12043209,"Casas
13280558,"Casaubon
12391179,"Casaubon
12901115,"Casaubon
13677198,"Casaubon
11713505,"Casaubon
12121869,"Casaubon
12746287,"Casaubon
8096364,"Case
16960926,"Case
16966840,"Case
13103187,"Alexander
16966721,M. C.
11899245,"N. C.
13677337,"Shaftesbury
15313624,P. C.
15313624,Wither
12259214,"Percy
99834212,"Clanricarde
8448394,"Peachey
99834785,"Harris
15625435,"R. C.
12924638,"Hales
12924619,"Atkyns
11719788,"Denham
12754400,"Denham
12265767,"Denham
11774608,"Denham
12791467,"Denham
11725164,"Denham
13222108,"Daborne
12791517,"Denne
13120505,"Dennis
12677113,"Dennis
11773768,"Dennis
12320804,"Dennis
12677166,"Dennis
12952572,"Ovid
11903003,"Dennis
7916107,"Dennis
11719799,"Dennis
15509725,"Dennis
9794959,"Dennis
11771622,"Dennis
12277991,"Dennis
12264549,"Denny
13132557,"Denton
12677278,"Denton
12265682,"Denton
12254384,"Daffy
13227282,"Dagget
12293548,"Derby
12128337,"Derby
12647698,"Derham
8118750,"Derham
8646589,"Derham
12788099,"Dering
11903173,"Dering
13018895,"Dering
9795074,"Dering
12329637,"Derodon
13154958,"Desargues
12125249,"Descartes
12278670,"Descartes
13429885,"Descartes
12846198,"Charles I
13172624,"DaillÃ©
11774569,"Desmos
26846038,Person of quality.
11196278,Apothecary.
12264627,"Devonshire
99827005,"Devonshire
8712873,"Taylor
12264637,"D'Ewes
13023551,"D'Ewes
12279107,"Dewsbury
9795110,"Dewsbury
14909623,"Dewsbury
12267746,"Dewsbury
12654855,"Dewsbury
17008866,"Dewsbury
12138442,"Dalairac
13429903,"Dewsbury
99828078,"Dewsbury
11080799,"Dewsbury
17008918,"Dewsbury
13705215,"Dewsbury
11903453,"Dewsbury
12655421,"Dewsbury
15601997,"Dewsbury
15602138,"Dewsbury
15602195,"Dewsbury
15602262,"Dewsbury
12937088,"Dey
19618950,"Standfast
12670072,"Tryon
12264660,"Sherlock
12264685,"Freeman
13172582,"Dalhusius
12138385,"Dalicourt
99895493,"Defoe
12138042,"Dallison
12279658,"Dickinson
10685053,"Dickinson
13134884,"Dickinson
8713022,"Dickson
11903508,"Dickson
12730387,"Dickson
11912093,"E. D.
12335808,"Dickson
11802062,"Dickson
8118821,"Dickson
12670234,"Dickson
12412980,"Dickson
11906661,"Diemerbroeck
12233809,"Dalton
9479644,A. S.
9479644,Digby
9348389,"Bristol
11771757,"Digby
12277059,"Digby
12952559,"Digby
18178312,"Digby
11904068,"Digby
11903581,"Digby
10178629,"Digby
99825698,"Digby
11774452,"Digby
11770892,"Digby
11844477,"Digby
12329295,"Digby
12123766,"Digges
11080973,"Raleigh
11802083,"Digges
9808093,"Dilke
11760679,"Dilke
11196682,"Dilke
13370375,"Dillingham
11759644,"Dillingham
11759665,"Dillon
11759570,"Phillips
99897878,"Diodati
12543123,"Diodorus
15363364,Diogenes Laertius.
12634121,"Damon
12560431,E. D.
12643424,"Dampier
99859637,"Bilson
12865055,"Armyne
12442269,E. F.
12004540,"Danet
14919550,England and Wales. Parliament.
12654591,"Barom
12252015,"Danforth
12841408,"Dixon
12338320,"Cock
8648168,"Danforth
12755409,"Dobson
12841404,"Dobson
99826574,"Danforth
12264975,England and Wales. Court of King's Bench.
99896514,"Docwra
12656080,"Docwra
99827009,"Docwra
45789379,"Dockwra
12755928,"Dod
12278700,"Dod
99827200,"Dod
13304341,"Dodson
12138530,"Dodsworth
11938710,"Dodwell
11822490,"Dodwell
12246436,"Dodwell
8119027,"Dodwell
12547501,"Dangerfield
12385707,"Dodwell
11807089,"Dodwell
12244814,"Dodwell
13135027,"Dodwell
11844371,"Dodwell
12952230,"Dodwell
11781896,"Dodwell
11817102,"Dodwell
12986324,"Dogget
13106246,"Dangerfield
12986314,"Dolben
12756001,"Dolben
12753545,"Dole
15602648,"Dole
8648173,"Dangerfield
12233922,"Dangerfield
12385942,"Donaldson
8713170,"Donaldson
12542466,"Done
13137688,"Donne
18177630,"Dangerfield
12753626,"Donne
12265009,"Donne
12770477,"Donne
13222123,"Dangerfield
12288350,"Donne
9348444,"Donne
12246253,"Donneau de VisÃ©
12770533,"Doolittle
12333449,"Doolittle
12770576,"Doolittle
12861399,"Doolittle
12434399,"D.
12233938,"Dangerfield
8118592,"Dangerfield
15603039,"Dopping
11753045,"Dopping
9015705,"Dopping
9015737,"Dorchester
12004504,"Dangerfield
11753087,"Dormer
12225943,"Dangerfield
12138489,"Dorney
8648177,"Dangerfield
13356392,"Dorrington
12128742,"Dorset
12124045,"Dorset
12818325,"Doughty
12265030,"Eleanor
18971395,"Eleanor
12375540,"Eleanor
12859887,"Douglas
12375766,"Eleanor
11081040,"Douglas
11081051,"Douglas
12396435,"Eleanor
99827014,"Eleanor
12646391,"Daniell
99872197,"Eleanor
17014193,"Eleanor
12138029,"Daniel
9479774,"Eleanor
12109665,"Douglas
99826698,"Eleanor
11081092,"Eleanor
11946235,"Eleanor
8713192,"Douglas
13132884,"Dove
11781916,"Dove
11201106,"Dowdall
9677860,"Dowell
12728221,"Downame
12657121,"Downame
99858956,"Daniel
9015756,"Downame
12075836,G. D. (George Downham)
8713224,"Downes
12265051,"Downes
12986261,"Downes
13089646,"Downing
12744661,"Downing
9808342,"Downing
14919782,"Downing
12818282,"Downing
12126132,"Downing
12358515,"Drabik
17015106,"Drage
12125740,"Drake
12265087,"Drake
11248832,"Drake
12992503,"Drake
12288403,"Drayton
13141938,"Drelincourt
11759658,"Drelincourt
12711815,"Danson
12396227,"Drexel
11988116,"Drope
19619589,"J. D. (John Drope)
11988174,"Drummond
16349871,"Drummond
13222141,"D'Anvers
12265140,"Dryden
12352439,"Dryden
11759612,"Dryden
12818242,"Dryden
11759620,"Dryden
12964192,"Dryden
12125841,"Dryden
12650132,"Dryden
11765803,"Dryden
11765809,"Dryden
9790751,"Danvers
11765814,"Dryden
11765821,"Dryden
12265150,"Dryden
12123886,"Dryden
12331610,"Dryden
14924706,"Dryden
12265160,"Dryden
17015488,"Dryden
11768833,"Dryden
11774805,"Dryden
12289966,"Dryden
11774816,"Dryden
11774826,"Dryden
11778137,"Dryden
12875879,"Dryden
11774834,"Dryden
13429983,"Dryden
12331555,"Dryden
12131651,"Dryden
9808350,"Dryden
12126366,Virgil. Bucolica. English.
12126366,Dryden
12396194,"Dryden
12126482,"Dryden
12796624,"Blow
12123795,"Dryden
11774848,"Dryden
12265168,"Dryden
12208212,"Dryden
11209483,"Dryden
11774711,"Dryden
12277141,"Dryden
15537908,"Dryden
12111394,"Dryden
11778073,"Dryden
11774719,"Dryden
11774743,"Tate
11774749,"Dryden
12814087,"Dryden
99827334,"Dryden
12331510,"Dryden
11742280,"Dryden
12265194,"Dryden
11752526,"Danvers
11906206,"Dryden
11774760,"Dryden
17015597,"Dryden
12702896,"Dryden
12265205,"Dryden
12702859,"Dryden
11955254,"Dryden
20508323,H. V. D.
12702853,"Dryden
12389895,"Du Bail
12244771,"Du Bosc
12011183,"Dubourdieu
13344341,"Dubourdieu
12650400,"Evelyn
9808368,"De Luzancy
11283434,"Montanus
12329477,"C. D. (Charles Darby)
11775103,"Duck
15603662,"Duckett
8119093,"Du Clos
12562848,"Du Cros
19728805,"Dudley
19728867,"Dudley
99826697,"Duffett
12269092,"Duffett
12331122,"Duffett
12331348,"Duffett
11989947,"Duffett
12331190,"Duffett
12246570,"Dufour
12704989,"Dufour de Longuerue
12112190,"Dufresnoy
11929882,"C. D. (Charles Darby)
11740387,"Darcy
99828096,"Dugard
7916006,"Dare
11779728,"Dugdale
11778778,"Dugdale
11778772,"Dugdale
12142728,"Dugdale
12269225,"Dugdale
12037707,"Dugdale
11780532,"Dugdale
11804109,"Dugdale
12270048,"Dugdale
12571802,"Dugdale
11742452,"Dugdale
13239269,"Duke
18971664,"Duke
18764898,"Duke
99825701,"Monmouth
13222181,J. D. (John Darell)
12036956,"Dumay
11988474,"Dumont
12871982,"Darrel
15538049,"Du Moulin
8715077,"Du Moulin
12306312,"Du Moulin
8715330,"Du Moulin
13142403,"Du Moulin
8119116,"Du Moulin
13645983,"Basier
8630174,"Darley
13646064,"Du Moulin
13646717,"Dundas
12340635,"Dunton
12341086,"Dunton
12341118,"Dunton
11906168,"Dunton
12656288,"Dunton
12036920,"Dunton
9808383,"Dunton
12015819,"Dunton
12685588,"Dunton
12396162,"Dunton
15363469,"Dunton
12798030,"Du Perron
26863368,"Childe
99828467,"Dupin
13646937,"Duport
13142693,"Duport
8694292,"Duppa
99831625,"Duppa
99826724,"Duppa
8119133,"Duppa
12244956,"Du Quesne
13352741,"Refuge
17018396,"Purcell
15608822,"D'Urfey
12711818,"Darrell
12572196,"D'Urfey
11781959,"D'Urfey
12341229,"D'Urfey
11779691,"D'Urfey
11768239,"D'Urfey
12125088,"D'Urfey
12123714,"D'Urfey
19729238,"D'Urfey
17018429,"Clarke
11779700,"D'Urfey
12730378,"D'Urfey
12413363,"D'Urfey
17018447,"Purcell
11779716,"D'Urfey
12266022,"D'Urfey
11788736,"D'Urfey
11791128,"D'Urfey
99834579,"D'Urfey
13353568,"D'Urfey
13142743,"D'Urfey
9808389,"D'Urfey
15538130,"D'Urfey
17018474,"D'Urfey
11791114,"D'Urfey
12413487,"D'Urfey
11748496,"D'Urfey
15608873,"D'Urfey
99825892,"D'Urfey
12657161,"D'Urfey
11780584,"D'Urfey
12761875,"D'Urfey
11791099,"D'Urfey
9523476,"D'Urfey
11779741,"D'Urfey
99825044,"D'Urfey
10693532,"D'Urfey
12123693,"D'Urfey
12413547,"D'Urfey
8141419,"Akeroyde
11796752,"D'Urfey
11778226,"D'Urfey
8696477,"D'Urfey
12395231,"D'Urfey
11780597,"D'Urfey
11778235,"D'Urfey
12395272,"D'Urfey
8694777,"Durham
12234296,"D'Assigny
12657191,"Durham
99827811,"Durham
12786953,"Durham
8695972,"Durham
99827217,"Durham
12172993,"Durham
8696173,"Hartlib
12110039,"Dury
8691095,"Dury
99834958,"Dury
12349151,"Dury
11799763,"Dury
11906143,"Dury
12233461,"Dauncey
11809877,"Dauncey
12137993,"Dauncey
12413607,"Du Vair
26866721,"Duval
12260622,"Du Verger
12264302,"Du Vignau
12240546,"Dauncey
19729345,"Dyer
99827223,"Dyer
11788951,"Colledge
12951235,"D'Auvergne
9348590,"Hartlib
12264314,"Dymock
12123675,"Dyott
12159737,"D'Auvergne
13405514,"D'Auvergne
12148667,"Davanzati
12326047,"Davenant
12711811,"Davenant
13240237,"Davenant
11964321,"Davenant
11926261,"Davenant
13302559,"Davenant
12951291,"Dury
13109156,"D'Avenant
12951736,"D'Avenant
12330172,"D'Avenant
13112951,"D'Avenant
99834865,"D'Avenant
8630268,"D'Avenant
12259780,"D'Avenant
12272522,"Davenport
13222263,"Davenport
13172629,"J. D.
12547435,"Davenport
12270940,"Aná¹­ÄkÄ«
12213477,"J. D.
12952045,"Davidson
